,Name,Address,Geocodes
167,Jubbs Bus Service Inc,"203 Holsum Way, Glen Burnie, MD 21060, USA","{'lat': 39.1880797, 'lng': -76.6073783}"
168,Lonergans Charter Service Inc,"8797 Veterans Hwy, Millersville, MD 21108, USA","{'lat': 39.073549, 'lng': -76.628175}"
169,Lonergran's Charter Svc,"8797 Veterans Hwy, Millersville, MD 21108, USA","{'lat': 39.073549, 'lng': -76.628175}"
170,Lonergans Charter Service,"8797 Veterans Hwy, Millersville, MD 21108, USA","{'lat': 39.073549, 'lng': -76.628175}"
171,Whitcraft Services Inc,"20756 Old York Rd, Parkton, MD 21120, USA","{'lat': 39.692978, 'lng': -76.616412}"
172,Wilsons Bus Svc,"4415 Mountain Rd, Pasadena, MD 21122, USA","{'lat': 39.1146801, 'lng': -76.50216759999999}"
173,City Wide Bus Co Inc,"2505 Aisquith St, Baltimore, MD 21218, USA","{'lat': 39.318239, 'lng': -76.5964317}"
174,Cbm Transportation LLC,"2020 Gable Ave, Baltimore, MD 21230, USA","{'lat': 39.2582324, 'lng': -76.65809019999999}"
175,Chesapeake Charter Inc,"424 Broadneck Rd, Annapolis, MD 21409, USA","{'lat': 39.0316553, 'lng': -76.4726656}"
176,Woodlawn Motor Coach Inc,"6523 Baltimore National Pike, Catonsville, MD 21228, USA","{'lat': 39.2861385, 'lng': -76.7642939}"
177,,"13719 Unionville Rd, Mt Airy, MD 21771, USA","{'lat': 39.4739336, 'lng': -77.18508200000001}"
178,Testerman Bus Svc & Repair,"13719 Unionville Rd, Mt Airy, MD 21771, USA","{'lat': 39.4739336, 'lng': -77.18508200000001}"
179,Holloway Transit Inc,"32264 Mt Hermon Rd, Salisbury, MD 21804, USA","{'lat': 38.3494181, 'lng': -75.4941384}"
180,School Bus & Traffic Safety,"1226 N Scales St, Reidsville, NC 27320, USA","{'lat': 36.3798907, 'lng': -79.6690019}"
181,Wayne County Public Schools,"1601 Salem Church Rd, Goldsboro, NC 27530, USA","{'lat': 35.4051583, 'lng': -78.00190049999999}"
182,Wilson County Schools,"117 Tarboro St NE, Wilson, NC 27893, USA","{'lat': 35.72654989999999, 'lng': -77.91045179999999}"
183,Cleveland Co Schools Trnsprtn,"300 E Kemper Rd, Springdale, OH 45246, USA","{'lat': 39.287939, 'lng': -84.4608086}"
184,Cleveland County School,"300 E Kemper Rd, Springdale, OH 45246, USA","{'lat': 39.287939, 'lng': -84.4608086}"
185,North Carolina Department Of H,"423 N Main St, Middlebury, IN 46540, USA","{'lat': 41.6827935, 'lng': -85.7021042}"
186,Duplin County Partnership For Children,"149 Limestone Rd, Kenansville, NC 28349, USA","{'lat': 34.9597371, 'lng': -77.9594541}"
187,Duplin County Solid Waste Dept,"976 Norristown Rd, Horsham, PA 19044, USA","{'lat': 40.1830735, 'lng': -75.1342708}"
188,Duplin County Airport-Dpl,"260 Airport Rd, North Wilkesboro, NC 28659, USA","{'lat': 36.2025516, 'lng': -81.0951041}"
189,Duplin County,"107 Bowden Dr, Warner Robins, GA 31093, USA","{'lat': 32.6225661, 'lng': -83.61727859999999}"
190,Duplin County Tourism Comm,"PO Box 965, North Bend, WA 98045, USA","{'lat': 47.4956579, 'lng': -121.7867775}"
191,Onslow County Bus Garage,"248 Wilmington Hwy, Jacksonville, NC 28540, USA","{'lat': 34.7501608, 'lng': -77.4575138}"
192,Onslow County Schools Inc,"248 Wilmington Hwy, Jacksonville, NC 28540, USA","{'lat': 34.7501608, 'lng': -77.4575138}"
